productid,rate,cmt,username
626fc74a92862a0011000af5,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000b01,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000b02,5,The best performing gaming laptop with a beautiful slim design and premium look. RTX 3060 GPU performance is awesome 👍 If you are a gamer or a graphic designer or a video editor this suits you perfectly..,", Hyderabad"
626fc74a92862a0011000b02,5,Value for money.,", Hyderabad"
626fc74a92862a0011000b02,5,loving it,", Gurugram"
626fc74a92862a0011000b05,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000b05,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000b06,5,Good for Norma users and also heavy users ,", Bidar"
626fc74a92862a0011000b06,5,Liked it.,", Harraiya"
626fc74a92862a0011000b06,1,Charger not working after 10 days. Can't even return as return policy is over,", Jamshedpur"
626fc74a92862a0011000b12,5,It's a beast of a gaming laptops. The screen is amazing. No lag during games and a very smooth gaming experience overall. Nice built quality.,", Ankleshwar"
626fc74a92862a0011000b14,5,Very good laptop with excellent display and performance.,", Gurgaon"
626fc74a92862a0011000b15,5,Very good product...very good speed coz of SSD and display quality also very good...,", Bachhrawan"
626fc74a92862a0011000b14,5,A product which is better than Mac pro M1 in all terms.. with windows 11 it turns out superb.. OLED is outperforming Mac in all cases. Even nvidia and ryzen 9 provides the power not only for heavy duty tales but also the gaming needs.,", Bangalore Urban"
626fc74a92862a0011000b14,1,"Very bad product ..... Flipkart have no worry about customer satisfaction only make money....no any resolve... I m cheated here about my money....no person have shop with Flipkart.... laptoop earthing problem , design software does not work properly not supported,camera bad quality, battery very fast empety, ,here is no resolve any problems...only ganreate money....no worry customer satisfaction.....very bad shop in Flipkart",", Lucknow"
626fc74a92862a0011000b15,5,Good product,", Prayagraj"
626fc74a92862a0011000b19,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000b1d,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000b1d,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000b23,5,"Awesome laptop, Especially display picture quality is wonderful, I7 process and 16 ram best for ever, reboot time jest 6 sec, worth of money and must buy, Thank u Flipkart..",", Thanjavur"
626fc74a92862a0011000b23,5,NICE PRODUCT,", Bharuch"
626fc74a92862a0011000b23,3,Buying expensive product from Flipkart is a lot risky nowadays as you don't know that how much the price will fluctuate I bought it at 90000 not is hovering around 85000 felt bad,", Varanasi"
626fc74a92862a0011000b31,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000b35,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000b35,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000b36,4,The battery life is not greay as the Alder lake 12700H processor are performance oriented. The performance is same as my 8th gen desktop. I found this laptop really good. Would surely suggest this laptop to gamers and content creator. Nice keyboard with colour changing option from MSI software. ,", Bangalore"
626fc74a92862a0011000b36,5,"It was delivered with care. First time using MSI, I am quite excited and hope it’s worth the money spent. Thanks Flipkart :)",", Bengaluru"
626fc74a92862a0011000b49,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000b4f,5,"Very sleek , light weight, fast bootup and shutdown. Super performance, very happy with the product.",", Bengaluru"
626fc74a92862a0011000b4f,4,"Battery could be better but nevertheless great laptop with faaasssst M.2 NVMe SSD 512GB, sleek design and great build and with Nvidia MX150.",", Hyderabad"
626fc74a92862a0011000b4f,5,Battery backup is not good as promised...,", Thiruvananthapuram"
626fc74a92862a0011000b52,4,Ok,", Motihari"
626fc74a92862a0011000b52,5,Nice product,", Baleshwar"
626fc74a92862a0011000b55,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000b55,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000b56,5,Superb,", Bhiwani District"
626fc74a92862a0011000b58,5,"So far so good , 1TB SSD at this price is gold, Display and design is awesome",", Bellary"
626fc74a92862a0011000b5e,5,Looking awesome. I was the first person to buy it from Flipkart. I was very excited at that moment. Looking good .it only takes 5 sec to turn on after pressing power button. Display is excellent.,", Peddapalle District"
626fc74a92862a0011000b5f,1,Heating suddenly you start the laptop,", Ganjam District"
626fc74a92862a0011000b5f,4,Gooooood,", Guntakal"
626fc74a92862a0011000b64,5,Love it💯,", Sathyamangalam"
626fc74a92862a0011000b61,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000b65,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000b65,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000b6a,1,its very bad product,", Bhagalpur"
626fc74a92862a0011000b72,5,Nice Looks,", Bengaluru"
626fc74a92862a0011000b72,4,"best laptop, but many time feels limited with connectivity since it does not have sd card and also normal usb port. if it had these both, it was unbeatable in the discount price i got it. ",", New Delhi"
626fc74a92862a0011000b72,5,Just amazing,", Kharar"
626fc74a92862a0011000b75,5,Very good product...very good speed coz of SSD and display quality also very good...,", Bachhrawan"
626fc74a92862a0011000b75,5,Good product,", Prayagraj"
626fc74a92862a0011000b79,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000b84,5,one of the best product ... and thanks to flipkart for great service..,", Yavatmal"
626fc74a92862a0011000b84,5,Looks elegant. Ryzen 5 makes it boot up in secs. Video quality and screen quality is top notch.,", Nagpur"
626fc74a92862a0011000b62,5,Great deal! I bought it for 69999.,", Kottayam District"
626fc74a92862a0011000b62,5,Very good product,", Thiruvananthapuram"
626fc74a92862a0011000b7e,5,This is absolutely a benchmarkable product for this price. ,", Chennai"
626fc74a92862a0011000b7e,5,This is a review after 3 months usage.,", Silchar"
626fc74a92862a0011000b91,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000b9b,4,Excellent product,", Pune"
626fc74a92862a0011000b9f,5,Good product,", Pune District"
626fc74a92862a0011000b9d,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000b9d,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000ba6,4,"Very good performance , best for student and office purpose .",", Tikamgarh"
626fc74a92862a0011000ba9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000ba8,5,"This laptop is Value for money , I'm happy with performance .",", Lucknow"
626fc74a92862a0011000bae,5,lovely and powerful,", Patna"
626fc74a92862a0011000bac,3,Not I expected lap have small dent it k,", Chennai"
626fc74a92862a0011000bac,4,Good,", Jalandhar"
626fc74a92862a0011000bb5,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000bb5,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000bbf,5,Good overall,", Golaghat"
626fc74a92862a0011000bbf,5,Perfect product. I am not a gamer but a coder. Wanted good graphics and performance. So this has come up to my expectations.,", Berhampur"
626fc74a92862a0011000bc1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000bd0,5,What a amazing product.,", Vadodara"
626fc74a92862a0011000bd0,5,Using it for professional learning and personal stuffs. Performance is amazing.,", Hazaribagh"
626fc74a92862a0011000bd9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000bda,5,Laptop is amazing ! With great specs in such a good design. Although speakers I found aren’t good at all. ,", Pimpri Chinchwad"
626fc74a92862a0011000bda,1,"Nothing impressive about this product and with a month the screen got split near the right hinge , worst purchase decision of my life. Dont think the company have any kind of quality control",", Thiruvananthapuram"
626fc74a92862a0011000bda,1,Sooo good on the side of Flipkart. i,", Azara"
626fc74a92862a0011000bed,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",", Bengaluru"
626fc74a92862a0011000bf1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000bef,5,Loved the laptop being recieved from Flipkart. THANKS Lenovo for making this laptop so Kool...,", Bangalore"
626fc74a92862a0011000bef,5,"Awesome product with excellent display, only issue with battery which is only 4 to 5 hr with full charge. Stylus is also fine. Camera quality is average. It's value for money at this price.",", Kanpur"
626fc74a92862a0011000bf5,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000bf5,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000bfe,5,Nice screen. Overall a good machine.,", Ghaziabad"
626fc74a92862a0011000bfe,3,Not so good...,", Jamshedpur"
626fc74a92862a0011000bfe,1,Waste of money 💸💰💸💸💸,", Kamalapuram Karimnagar District"
626fc74a92862a0011000c05,5,Very good product...very good speed coz of SSD and display quality also very good...,", Bachhrawan"
626fc74a92862a0011000c05,5,Good product,", Prayagraj"
626fc74a92862a0011000c09,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000c0d,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000c0d,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000c0e,5,"Great, sleek, quiet laptop",", Bangalore"
626fc74a92862a0011000c0e,5,Nice product,", Tirupati"
626fc74a92862a0011000c0f,5,"Perfect! Lost between so many options. Finally found the right one. Been a month now, really good performance.",", Bangalore"
626fc74a92862a0011000c1f,5,Its a absolutely purchase.,", Jajapur District"
626fc74a92862a0011000c1c,5,i have been using this laptop from last 3 days,", Fazilka"
626fc74a92862a0011000c21,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000c25,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000c25,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000c33,5,All are good and Quality product.,", Sri Potti Sriramulu Nellore District"
626fc74a92862a0011000c33,5,very good product loptop,", Karur"
626fc74a92862a0011000c33,2,"After 3 months of use, device hard disk got malfunctioned..",", Cherukavu"
626fc74a92862a0011000c39,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000c3c,1,The display was flashing black as soon as I installed chrome. So I returned it,", Chennai"
626fc74a92862a0011000c3c,5,A good buy for me. Very good performance sleek and light weight and practical. Delivery experience was smooth,", Bengaluru"
626fc74a92862a0011000c3c,5,Very nice Laptop and 1st charge facilities also available it's look like premium Laptop everyone go for it for professional and personal usage it's work smoothly. I am really happy with it ☺️,", Kolkata"
626fc74a92862a0011000c3d,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000c3d,5,Very nice laptop best in this price,", Nashik District"
626fc74a92862a0011000c40,5,Excellent Laptop for programming,", Kalamassery"
626fc74a92862a0011000c40,4,"The product is good. However, the display does reflect back. The plastic is decent but is a fingerprint magnet. Good for office work.",", Siliguri"
626fc74a92862a0011000c4d,5,Very good product...very good speed coz of SSD and display quality also very good...,", Bachhrawan"
626fc74a92862a0011000c4d,5,Good product,", Prayagraj"
626fc74a92862a0011000c4c,4,Keyboard getting  heat after using 30 to 40 min,", Talegaon Dabhade"
626fc74a92862a0011000c4c,5,Good product but battery life is not good,", Dumka"
626fc74a92862a0011000c4c,5,"It's really good and value of money , it's features are good and awesome",", Markapur"
626fc74a92862a0011000c51,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,", Patna"
626fc74a92862a0011000c55,5,nice at the price range,", Kannauj District"
626fc74a92862a0011000c55,5,Very nice laptop best in this price,", Nashik District"
626fc73b92862a001100054e,3,Good,Darbhanga
626fc73b92862a0011000566,5,Excellent for battery life and Display. Nice smartphone from samsung.,Mandir Hasaud
626fc73b92862a0011000566,4,God awasome phone in this price,Mokokchung
626fc73b92862a0011000566,1,mobile over heat then usig net,Rohtas District
626fc73b92862a0011000566,5,"Above  par, worth for  money",Madurai
626fc73b92862a0011000566,5,Exceptional phone on this range.... loved it,New Delhi
626fc73b92862a0011000582,5,Very nice,Loni
626fc73b92862a00110005a0,5,Successor of Realme GT series is here...,Kalyan
626fc73b92862a00110005a0,4,Pros: ,Thane
626fc73b92862a00110005a0,5,Awesome 👍👍,Barotiwala Industrial Area
626fc73b92862a00110005a0,5,Best product in mid range. Flagship killer. Just go for it,Mayiladuthurai
626fc73b92862a00110005a0,5,"Used for 2 days ,very nice phone,this is my 2nd realme phone,first was realme xt, both phones very good,camera excellent, for realme xt there was no hanging and heat issues,for gt 2 also I hope so,charging speed excellent, will give more details after 1 week use",Alappuzha District
626fc73b92862a00110005a1,5,Successor of Realme GT series is here...,Kalyan
626fc73b92862a00110005a1,4,Pros: ,Thane
626fc73b92862a00110005a1,5,Awesome 👍👍,Barotiwala Industrial Area
626fc73b92862a00110005a1,5,Best product in mid range. Flagship killer. Just go for it,Mayiladuthurai
626fc73b92862a00110005a1,5,"Used for 2 days ,very nice phone,this is my 2nd realme phone,first was realme xt, both phones very good,camera excellent, for realme xt there was no hanging and heat issues,for gt 2 also I hope so,charging speed excellent, will give more details after 1 week use",Alappuzha District
626fc73b92862a00110005ca,5,Style is fabulous.. feel premium when in handy,Surat
626fc73b92862a00110005ca,5,Super phone cemara quality super,East Godavari District
626fc73b92862a00110005ca,5,Good,Greater Noida
626fc73b92862a00110005ca,5,Best,Shivamogga
626fc73b92862a00110005f2,5,Super Light and Compact.,Calangute
626fc73b92862a0011000608,4,Good,Jaipur
626fc73b92862a0011000608,5,Good product&service,Bargarh
626fc73b92862a0011000608,5,"Product quality,packaging and  is very good.",Navi Mumbai
626fc73b92862a0011000608,5,Nice mobile at this price range and it's amazing,Bid District
626fc73b92862a001100061d,3,Good,Darbhanga
626fc73b92862a0011000622,5,Good product,Thiruvallur District
626fc73b92862a0011000625,4,Good,Parole
626fc73b92862a0011000625,5,Super phoneb,Kattappana
626fc73b92862a0011000625,1,"Camara quality very worst, exception is not satisfied",Kangayampalayam
626fc73b92862a0011000625,5,One of the fantastic phone have i got,Khagaria
626fc73b92862a0011000648,5,Very nice,Loni
626fc73b92862a001100065f,5,Super,Benudia
626fc73b92862a001100065f,5,Good,Changsari
626fc73b92862a001100065f,5,Good,Purba Champaran District
626fc73b92862a001100065f,5,Very nice  mobile phone,Dhanaura
626fc73b92862a001100066a,3,Okk,Virudhunagar District
626fc73b92862a0011000685,5,Excellent for battery life and Display. Nice smartphone from samsung.,Mandir Hasaud
626fc73b92862a0011000685,4,God awasome phone in this price,Mokokchung
626fc73b92862a0011000685,1,mobile over heat then usig net,Rohtas District
626fc73b92862a0011000685,5,"Above  par, worth for  money",Madurai
626fc73b92862a0011000685,5,Exceptional phone on this range.... loved it,New Delhi
626fc73b92862a00110006ab,5,Awesome product 🔥🔥,Anand District
626fc73b92862a00110006bf,1,Battery not use,Chengalpattu District
626fc73b92862a00110006f7,1,Bad experience ☹️,Patna
626fc73b92862a00110006ff,4,Good,Jaipur
626fc73b92862a00110006ff,5,Good product&service,Bargarh
626fc73b92862a00110006ff,5,"Product quality,packaging and  is very good.",Navi Mumbai
626fc73b92862a00110006ff,5,Nice mobile at this price range and it's amazing,Bid District
626fc73b92862a0011000709,4,Nice,Bengaluru
626fc73b92862a001100070a,5,Very nice,Loni
626fc73b92862a0011000736,3,Okk,Virudhunagar District
626fc73b92862a0011000773,5,Very 👍🏻👍🏻,Anantapur District
626fc73b92862a0011000773,3,Ok,Hoskote
626fc73b92862a001100077f,1,Very bad product,Nagpur District
626fc73b92862a001100077f,2,Sound quality bad,Mahabubabad District
626fc73b92862a001100077f,5,Super,Koppal District
626fc73b92862a0011000782,5,Very good mobile.,Bolpur
626fc73b92862a0011000782,5,Very good phone,Bharwari
626fc73b92862a0011000789,5,Good,Gwalior
626fc73b92862a0011000789,2,Bad 😔,Mumbai
626fc73b92862a0011000789,5,Good in performance,Kakinada
626fc73b92862a0011000789,5,Nice,Durgapur
626fc73b92862a001100079c,1,Very bad product,Nagpur District
626fc73b92862a001100079c,2,Sound quality bad,Mahabubabad District
626fc73b92862a001100079c,5,Super,Koppal District
626fc73b92862a00110007a5,5,Good phone,Sultanpur
626fc73b92862a00110007a5,1,Not good,Baleshwar District
626fc73b92862a00110007a5,4,Nice product 😘😘,Jhajjar District
626fc73b92862a00110007c2,5,Good,Gwalior
626fc73b92862a00110007c2,2,Bad 😔,Mumbai
626fc73b92862a00110007c2,5,Good in performance,Kakinada
626fc73b92862a00110007c2,5,Nice,Durgapur
626fc73b92862a00110007d2,5,Good 😊,Siliguri
626fc73b92862a00110007d2,5,Good,Siliguri
626fc73b92862a00110007d3,5,Good 😊,Siliguri
626fc73b92862a00110007d1,2,Price is too much high....,Bengaluru
626fc73b92862a00110007d3,5,Good,Siliguri
626fc73b92862a00110007da,5,Product good,Karur District
626fc73b92862a00110007da,5,Super,Ranipettai
626fc73b92862a00110007e4,4,Good,Parole
626fc73b92862a00110007e4,5,Super phoneb,Kattappana
626fc73b92862a00110007e4,1,"Camara quality very worst, exception is not satisfied",Kangayampalayam
626fc73b92862a00110007e4,5,One of the fantastic phone have i got,Khagaria
626fc73b92862a0011000801,5,Good 😊,Siliguri
626fc73b92862a0011000801,5,Good,Siliguri
626fc73b92862a0011000806,4,Good,Parole
626fc73b92862a0011000806,5,Super phoneb,Kattappana
626fc73b92862a0011000806,1,"Camara quality very worst, exception is not satisfied",Kangayampalayam
626fc73b92862a0011000806,5,One of the fantastic phone have i got,Khagaria
626fc73b92862a0011000825,1,Very Bad mobile samsung,Delhi
626fc73b92862a0011000829,4,Nice,Bengaluru
626fc73b92862a0011000838,5,Awesome product 🔥🔥,Anand District
626fc73b92862a001100083e,5,Super,Benudia
626fc73b92862a001100083e,5,Good,Changsari
626fc73b92862a001100083e,5,Good,Purba Champaran District
626fc73b92862a001100083e,5,Very nice  mobile phone,Dhanaura
626fc73b92862a001100084e,5,Product good,Karur District
626fc73b92862a001100084e,5,Super,Ranipettai
626fc73b92862a0011000854,5,Very nice 👌👌👌,Margao
626fc73b92862a0011000853,5,Very nice 👌👌👌,Margao
626fc73b92862a001100088c,5,Very very very good luck and backap,Gopalganj District
626fc73b92862a001100088c,5,Very nice product,Jalaun District
626fc74a92862a001100088e,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110008a1,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a00110008a5,5,nice at the price range,Kannauj District
626fc74a92862a00110008a5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a00110008af,5,Good quality,Jamui
626fc74a92862a00110008a9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110008b0,5,Thanks,Madurai
626fc74a92862a00110008b0,5,Best laptop under 22000 you can buy easily and product packaging also very good.....❤️,Chandrapur District
626fc74a92862a00110008b0,5,Good product,Chakan
626fc74a92862a00110008b9,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a00110008bd,5,nice at the price range,Kannauj District
626fc74a92862a00110008bd,5,Very nice laptop best in this price,Nashik District
626fc74a92862a00110008c1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110008cd,5,nice at the price range,Kannauj District
626fc74a92862a00110008cd,5,Very nice laptop best in this price,Nashik District
626fc74a92862a00110008d1,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a00110008d1,5,Good product,Prayagraj
626fc74a92862a00110008da,5,Nice,Bengaluru
626fc74a92862a00110008da,5,Good performance,Nellore
626fc74a92862a00110008da,5,Good item,Chennai
626fc74a92862a00110008d9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110008e5,5,nice at the price range,Kannauj District
626fc74a92862a00110008e5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a00110008ed,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a00110008f1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110008f5,5,nice at the price range,Kannauj District
626fc74a92862a00110008f5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a00110008f8,5,Mind blowing,Indore
626fc74a92862a0011000900,1,Dont buy this...this is not worthy...this is too slow..and battery drained too fast...sometime the keyboard is not working...i m writing this review after 1day from buying,Bengaluru
626fc74a92862a0011000909,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000914,1,"They are selling faulty laptops , my laptop is stopped  working after 15 days of purchase.",Hardoi
626fc74a92862a0011000914,5,very good product,Kavali
626fc74a92862a001100091d,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a0011000921,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000925,5,nice at the price range,Kannauj District
626fc74a92862a0011000925,5,Very nice laptop best in this price,Nashik District
626fc74a92862a001100092f,5,I gifted this laptop to my gf she love it so much.,Varanasi
626fc74a92862a001100092f,5,Excellent.... Super.... Mind Blowing...!!,Talegaon Dabhade
626fc74a92862a0011000934,5,"Sound quality is decent, except this, everything is solid",Adityana
626fc74a92862a0011000934,5,"Really nice laptop for this budget. Everything is great, design processor ssd. The only con is that ram is 8 gb which is soldered so you cannot upgrade it. For 3-5 years, 8 gb ram is enough.",Lalkuan
626fc74a92862a0011000935,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000935,5,Good product,Prayagraj
626fc74a92862a0011000939,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a001100093b,5,As it is described in detail i7 10 gen. Their details is confusing in mentioned in product discription and product specifications. But its good to receive i10 as described. Also built quality and performance is good after installing and using several apps.,Ahmedabad
626fc74a92862a001100093b,5,100% value for money but battery backup not too good 3-4hours so use charger to do heavy works.,Jorapokhar
626fc74a92862a001100093d,5,nice at the price range,Kannauj District
626fc74a92862a001100093d,5,Very nice laptop best in this price,Nashik District
626fc74a92862a0011000942,4,Nice,Dhanbad
626fc74a92862a001100094c,4,Everything is fine except the position of cooling fan,Mathura
626fc74a92862a001100094d,5,"This is my first time buying an Acer laptop, and I am impressed. Purchased it two weeks back and it arrived in a good looking box, you could tell that they are have put in a lot of thought to make this product. The body design or texture is nothing like what I have seen before and I could not find one plastic packaging material used in the box. The laptop set up was rather easy and it boots real quick. Using it is a breeze and I proudly show it off to my friends now. I am the only one who use...",Bengaluru
626fc74a92862a0011000951,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000952,5,Value For Money...Love it 🤩,Bhubaneswar
626fc74a92862a0011000952,5,go for it,Noida
626fc74a92862a0011000952,5,Value for money and good to buy,Daudnagar
626fc74a92862a0011000955,5,nice at the price range,Kannauj District
626fc74a92862a0011000955,5,Very nice laptop best in this price,Nashik District
626fc74a92862a001100095b,5,Loved it.....stylish and sleek ...overall a great product in this price range,Hyderabad
626fc74a92862a001100095f,5,Yes best laptop Acer aspire 5 👍👍👍,Othakalmandapam
626fc74a92862a001100095f,5,Loved it totally,Lucknow
626fc74a92862a001100095f,1,Worst product,New Delhi
626fc74a92862a0011000969,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000975,5,nice at the price range,Kannauj District
626fc74a92862a0011000975,5,Very nice laptop best in this price,Nashik District
626fc74a92862a001100097b,4,Every thing is ok but battery life is short,Kailashahar
626fc74a92862a001100097b,5,It's a good product..... I like it,Kamalpur
626fc74a92862a001100097b,4,"You can do your regular works, classes perfectly. I don't play games and it's not for extreme gaming also. Sound quality is quite good. ",Balurghat
626fc74a92862a0011000981,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a0011000984,5,I have purchase this product bajaj finance and. I am very happy and satisfied  in this product price.. its love it.. wow just wow ,Bilaspur
626fc74a92862a0011000982,4,Good laptop,Thiruvananthapuram
626fc74a92862a0011000985,5,nice at the price range,Kannauj District
626fc74a92862a0011000985,5,Very nice laptop best in this price,Nashik District
626fc74a92862a001100098c,5,Good 👍🏻,Bengaluru
626fc74a92862a001100098c,4,Worth for money decent performance good battery back-up,Chennai
626fc74a92862a001100098c,5,Loved it it's great,Ghaziabad
626fc74a92862a0011000995,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
626fc74a92862a0011000995,5,Good product,Prayagraj
626fc74a92862a0011000999,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a001100099d,5,nice at the price range,Kannauj District
626fc74a92862a001100099d,5,Very nice laptop best in this price,Nashik District
626fc74a92862a001100099f,4,"The product is very good, delivery was awesome ... but one thing I thought Flipkart will provide a bag but there is no such extra item from them.",Narkher
626fc74a92862a001100099f,3,Battery backup is mentioned as 10 Hrs. I am not using extensively but still it is giving less than 4 hrs. ,Bengaluru
626fc74a92862a00110009a0,5,Superb 🥰,Bathinda
626fc74a92862a00110009b0,5,Pros:,Chennai
626fc74a92862a00110009b1,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110009b5,5,nice at the price range,Kannauj District
626fc74a92862a00110009b5,5,Very nice laptop best in this price,Nashik District
626fc74a92862a00110009c3,5,One of the best laptop for this Budget.  You can give it a shot.  True Beast.,Chennai
626fc74a92862a00110009c6,4,Good finish,Tadpatri
626fc74a92862a00110009c8,5,"This product is gorgeous. The ssd and hdd combination makes it a bit faster, I'm thankful to flipkart for dilivered this product within three days",Jhunjhunun District
626fc74a92862a00110009c9,4,Good product for normal works I open to Manny application and browser with Excel works everything running normal at same time,Patna
626fc74a92862a00110009cc,3,It is very good purchase but disappointed with battery performance. It is lasting only 2hours after charged 100%. Except battery issue everything is very good.,Hyderabad
626fc74a92862a00110009cc,5,Good Laptop....fulfills all basic needs...quick...good display....light weight,Washim
626fc74a92862a00110009cc,5,Good,Hyderabad
626fc74a92862a00110009cd,5,nice at the price range,Kannauj District
626fc74a92862a00110009cd,5,Very nice laptop best in this price,Nashik District
626fc74a92862a00110009ce,5,"Excellent performance and build quality. Don't worry about lid flex that is perfectly normal in most gaming laptops. Though it is 300 nits screen, brightness is still good. AMD Ryzen and Nvidia RTX 3070 is a beast combo. Do note that this is the RTX 3070 with Max-Q design. The machine is perfect for data analysts and Machine Learning and Deep Learning Algorithms. It is also eligible for free Windows 11 upgrade. Will update a detailed review after a month long use.",Nagpur
626fc74a92862a00110009ce,5,Pretty good,Vijayawada
626fc74a92862a00110009d0,3,Harman kardon sound output not so good,Mumbai
626fc74a92862a00110009dd,5,Very good product...very good speed coz of SSD and display quality also very good...,Bachhrawan
